input_text,label
"The appellants call in question the judgment and order dated 7 th March, 2024 passed by a Division Bench of the High Court for the High Court respondent from the judgment and order dated 22nd November, 2023 of dismissal of his writ petition by a Single Judge of the same court. The solitary question arising for decision on this appeal is whether the Division Bench was justified in its interference with the order of dismissal of the writ petition. It has not been shown by the first respondent that the contents of the counter affidavit, filed by BoI, either did not contain any such material or that even if it did contain such material, the same did not amount to wide publicity. Our attention has been invited by learned counsel appearing for the appellants to a decision of this Court in Calcutta Port Trust and Ors. The impugned judgment and order dated 7th March, 2024 is set aside and the judgment and order of the Single Judge dated 22nd November, 2023 affirmed, with the result that the writ petition of the first respondent on the file of the High Court shall stand dismissed.",0
"Heard the learned counsel appearing for the parties. This appeal arises from the order passed by the High Court of Judicature at Calcutta dated 23.09.2019 in CO. Unless such a circumstance is alleged (it was pointed out), the court cannot think of the circumstances and, in its absence, the court cannot take action under XXI, Rule 37.” Rule 11-A states that where an application is made for the arrest and detention of the judgment-debtor, it must state or accompanied by an affidavit - specifying the grounds on which arrest is sought. But if the requisite affidavit is not filed by the decree-holder, the court should afford an opportunity to him to file such affidavit. The appeal is allowed in the aforesaid terms. Pending application, if any, shall stand disposed of accord- ingly. Sections: 51 CPC, 47 CPC.",1
"The Criminal Appeal has been filed challenging the impugned judgment and order dated 23rd January, 2024 passed by the Gauhati High Court at Assam in Case number Crl. No.P/483/2023, whereby the appellant’s writ petition challenging the order dated 09th October, 2023 passed by the Additional Sessons Judge Karbi Anglong, Diphu, in Dillai Police Station case No.32/2023, corresponding to G.R. Rawant case (supra), in this behalf, in para 10, has observed as under:— “10. In such cases, subject to a guarantee that the vehicle becomes available for the purpose of confiscation, if any, the Court has necessarily the Jurisdiction to pass an order for interim custody either under S. The appeal is accordingly allowed leaving parties to bear their own costs.” IF THE VEHICLE IN THE PRESENT CASE IS KEPT IN THE CUSTODY OF POLICE TILL THE TRIAL IS OVER, IT WILL SERVE NO PURPOSE This Court is also of the view that if the Vehicle in the present case is allowed to be kept in the custody of police till the trial is over, it will serve no purpose. Consequently, the present Criminal Appeal is allowed with directions to the trial Court to release the Vehicle in question in the interim on superdari after preparing a video and still photographs of the vehicle and after obtaining all information/documents necessary for identification of the vehicle, which shall be authenticated by the Investigating Officer, owner of the Vehicle and accused by signing the same. Sections: 173 CrPC, 451 CrPC, 457 CrPC, 36C CrPC, 51 CrPC, 21(b) NDPS Act, 1 NDPS Act, 36C NDPS Act, 51 NDPS Act, 60 NDPS Act, 63 NDPS Act, 37 NDPS Act, 36 NDPS Act, 50 NDPS Act, 53 NDPS Act.",1
"The appellant herein has preferred the instant appeal by special leave for assailing his conviction in Calendar Case No. 1, Thiruvallur for the offences punishable under Sections 120B, 468 and 471 (2 counts) read with Section 109 of the Indian Penal Code, 18602. This fact was sought to be proved through the testimony of the handwriting expert (PW- 18). State of M.P.8, wherein this Court laid down the principles with regard to the extent to which reliance can be placed on the evidence of an expert witness and when corroboration of such evidence may be sought. The appellant is acquitted of the charges. Pending application(s), if any, shall stand disposed of. Sections: 120B IPC, 468 IPC, 471 IPC, 45 Evidence Act, 109 IPC.",1
"Being aggrieved by the judgment dated 11.09.2019 passed by the Division Bench of the High Court in Writ Appeal No.683/2018 as well as the order passed in Review Petition No.535/2019 arising out of Writ Appeal No.683/2018 dated 04.03.2020, these appeals have been filed by the persons who claimed to be the tenants and who had filed Form No.7 before the concerned Land Tribunal. He filed an application before the Land Tribunal (for short “Land Tribunal”), Magadi Taluk (now in Bangalore South Taluk) seeking grant of occupancy rights under the provisions of Karnataka Land Reforms Act, 1961 (‘1961 Act’ for short) in respect of Survey No. The Division Bench of the High Court heard the parties and by ‘paragraph 6’ further clarified the order of the Land Tribunal as well as the order of the learned Single Judge by way of the following observations: “6. Being aggrieved by the clarification made by the Division Bench of the High Court, these appeals have been filed. These appeals are allowed and disposed of in the aforesaid terms. No.1331/2008, we think that the ends of justice would be met if we allow these appeals with costs of Rs.1,00,000/- (Rupees One Lakh Only) to be paid by the appellant to the private respondent Nos.1 to 5.",1
"Canara Bank is in appeal, by special leave, aggrieved by the judgment and order dated 4th November, 2019 of a Division Bench of the High Court of Kerala at Ernakulam dismissing an intra-court appeal that it had carried from the judgment and order dated 9th June, 2016 of a Single Bench allowing the writ petition of Ajithkumar G.K.4. impugned order High Court respondent RESUME OF FACTS The facts leading to this appeal are not disputed. f) Compassionate appointment is a concession and not a right and the criteria laid down in the Rules must be satisfied by all aspirants [see SAIL v. Such appointment not being a vested right, the right to apply cannot be exercised at any time in future and it cannot be offered whatever the lapse of time and after the crisis is over [see Eastern Coalfields Ltd. In the final analysis, the impugned judgment and order of the Division Bench as well as that of the Single Bench stands set aside. The civil appeal is allowed on the aforesaid terms.",1
"The appellants have approached this Court by way of this appeal seeking a direction upon the respondents to consider the candidature of the appellants for appointment as Food Safety Officers, pursuant to the notification dated 7th October, 2015 issued by the Jharkhand Public Service Commission upon the requisition of the State of Jharkhand. The appellants herein have the qualifications of post-graduation in science with microbiology, food and technology subjects. He placed reliance on the judgment of this Court in Parvaiz Ahmad Parry v. State of Jammu and Kashmir and Others; to urge that a candidate possessing a higher degree in the subject prescribed under the advertisement cannot be disqualified by reason of ineligibility for not possessing the required degree. The impugned judgments rendered by the Division Bench and the Single Bench, holding that the appellants were not qualified for the post of FSO, are quashed and set aside. Pending application(s) if any, stand disposed of. Sections: 91 FSS Act, 94 FSS Act, 37 FSS Act, 37(1) FSS Act, 91(2)(b) FSS Act.",1
"By the said judgment, the High Court upheld the conviction and the sentence of death imposed on the appellant by the Court of Sessions for Greater Bombay (hereinafter referred to as the ‘Trial Court’) in Sessions Case No. For the offences punishable; under Section 302 IPC, the appellant was sentenced to death; under Section 364 IPC, rigorous imprisonment for 10 years and to pay a fine of Rs. Even though objection has not been raised specifically when the CCTV footage was exhibited by PW- 1, when PW-38 was in the witness box a specific question was put to him and subsequent to evidence, he deposed that he was aware of the necessity of furnishing 65-B certificate while collecting electronic evidence. The Trial Court judgment in this case came on 31.10.2015, when Anvar P.V. Hence, we are constrained to come to the sole irresistible conclusion that the appellant is not guilty of the offences for which he has been charged. The appellant shall be set at liberty forthwith, if not required in any other case. Sections: 302 IPC, 364 IPC, 366 IPC, 376(2)(m) IPC, 376A IPC, 392 IPC, 201 IPC, 161 CrPC, 465(2) CrPC, 91 CrPC, 65 Evidence Act, 63 Evidence Act, 91 Evidence Act, 62 Evidence Act, 106 Evidence Act, 165 Evidence Act.",1
"These appeals challenge the judgment and final order dated 27th December 2012 passed by the High Court of Uttarakhand at Nainital by which the High Court dealt with three Criminal Appeals which had been filed challenging the judgment and order dated 6th September 2006 passed by the learned Sessions Judge, Dehradun. The first set of appeals before the High Court being Criminal Appeal Nos. Devadatt Kamat submits that the Division Bench of the High Court has grossly erred in convicting the appellants with the aid of Section 34 of the IPC. It is submitted that the learned trial judge on an elaborate consideration of the evidence had come to a considered opinion that insofar as the present appellants are concerned there is no evidence to show that the present appellants had shared a common intention with the accused No.1-Jagdish Singh. In the result, we pass the following order: (i) The appeals are allowed. (v) Pending application(s), if any, shall stand disposed of. Sections: 302 IPC, 34 IPC, 379 CrPC, 302 Arms Act, 27(3) Arms Act, 34 Arms Act, 27(1) Arms Act.",1
"The contentions and the factual matrix involved in the captioned Special Leave Petitions would reveal that the bone of contentions in them, essentially is one and the same viz., whether the subject lands were Shamlat deh, allotted (if at all allotment was there) on quasi- permanent basis to displaced person(s) or whether they were Shamlat deh otherwise transferred to any person by sale or by any other manner whatsoever after commencement of Punjab Village Common Lands (Regulation) Act, 1961 (for short, ‘the Act’). An answer to that question in the affirmative would fetch protection to such allotment or transfer by sale or by any other manner, statutorily by virtue of the amendment of Section 2(g)(ii-a) of the Act. On perusing the revenue records and jamabandis of different years, the authorities clearly found that he was a lessee. Further, it was found that it was so given to him for 10 years and no ownership right was given to him. In the said circumstances, the Special Leave Petition stands dismissed. (Rajesh Bindal) New Delhi; January 02, 2025. Sections: 105 TP Act.",0
"The questions arising in this appeal that assails the judgment and order dated 2nd June, 2023 passed by the High Court of Punjab & Haryana at Chandigarh in Case No.CRM-M-5784 of 2023 (O&M), whereby under Section 482 of Criminal Procedure Code, 1973 the Court refused to quash Complaint Case No.151 of 2010 dated 8th June, 2010; summoning order dated 17th August, 2010; and order dated 28th November, 2016 declaring the appellant a proclaimed offender passed by the Judicial Magistrate, 1st Class, Bhiwani; are that whether the proclaimed offender status, under the provisions of the Cr.P.C., of an accused can subsist if such accused stands acquitted during trial in connection to the very Hereinafter, “Cr.P.C.” same offence; and whether the subsistence of the proclamation under Section 82 of Cr.P.C. is necessary for the authorities to proceed against an accused against whom such a proclamation stands issued, under Section 174A of the Indian Penal Code, 18602. It cannot be a subject-matter of execution of a decree, far less for executing the decree of a third party, who had no right, title or interest thereon.” (Emphasis Supplied) 6.3 The evidentiary value of a person absconding has been discussed in Raghubir Singh v. …the act of absconding, even if proved, is normally considered a somewhat weak link in the chain of circumstances utilised for establishing the guilt of an accused person. that the original offence pertains to the year 2010; the money subject matter of dispute stands paid, the judgment of the High Court with the particulars as mentioned in paragraph 1 of this judgment, stands quashed and set aside. Pending Application(s) if any, stand disposed of. Sections: 174A IPC, 302 IPC, 304 IPC, 364 IPC, 367 IPC, 382 IPC, 392 IPC, 393 IPC, 394 IPC, 395 IPC, 396 IPC, 397 IPC, 398 IPC, 399 IPC, 400 IPC, 402 IPC, 436 IPC, 449 IPC, 459 IPC, 82 IPC, 82 CrPC, 482 CrPC, 41 CrPC, 174A CrPC, 82(1) CrPC.",1
"This appeal arises out of the order dated 18.11.2024 passed by the High Court in Criminal Appeal No. 675/2024, dismissing the appeal against rejection of the appellant’s application for anticipatory bail by Trial Court order dated 24.08.2024. ingredient for attracting Sections 2(1)(r) and 2(1)(s) of the SC/ST Act, i.e., that such statement must be made within “public view”, as held by this Court in Shajan Skaria v. Pending applications, if any, stand disposed of. Sections: 364 IPC, 511 IPC, 307 IPC, 343 IPC, 419 IPC, 506 IPC, 120B IPC.",1
"This appeal is at the instance of the claimant-appellant, who is aggrieved by the order and judgment of the High Court of Punjab and Haryana at Chandigarh in FAO No.4651 of 2014 (O&M) dated 9 th January, 2020. The appeal before the High Court was drawn against the judgment and order dated Motor Accident Claims Tribunal, Gurgaon, in MACT Case No.3 of 8 th January, 2013, passed on 25th September, 2013. Memo of cost be prepared accordingly and file be consigned to record room after due compliance.” (Emphasis supplied) Feeling dissatisfied and aggrieved by the compensation awarded, the claimant-appellant appealed before the High Court. A perusal of the impugned judgment reveals that the Court relied on a judgment of this Court in Raj Kumar v. Pending application(s), if any, shall stand disposed of accordingly. Sections: 279 IPC, 337 IPC, 304 IPC.",1
"SANJAY KUMAR, J Turning the law of land acquisition on its head, the astonishing events that this appeal is founded on need to be narrated in some detail. An extent of 33 acres of land abutting the Narela-Bawana Road was acquired by the Government to enable the Delhi Agricultural Marketing Board (hereinafter, ‘the Board’) to shift and establish its grain market in Narela. However, by order dated 01.07.2013, a learned Judge of the Delhi High Court dismissed the petition, upholding the Award in its entirety. The appeal also failed as a Division Bench of the Delhi High Court dismissed it on 27.09.2013. The appeal is accordingly allowed and the judgment dated 27.09.2013 of the Division Bench of the Delhi High Court in FAO (OS) No. Sections: 34 Arbitration Act, 37 Arbitration Act, 4(1) Land Acquisition Act, 6 Land Acquisition Act.",1
"FACTUAL ASPECTS The appellant, Delhi Development Authority (formerly known as the Delhi Improvement Trust), executed an agreement of lease (for short, “the lease agreement”) dated 17th July 1957 in respect of plot no.3 (for short “the said Plot”), measuring 2044.4 sq. yards, situated in Industrial Area Scheme, Najafgarh Road, New Delhi in favour of M/s Mehta Constructions and Industrial Corporation Private Limited (for short, “M/s Mehta Constructions”). As per the order dated 4th February 1985 passed by the learned Single Judge of the High Court, the High Court Registrar presented the sale deed for registration before the sub-Registrar of Assurances at Delhi. On 9th June 2000, a notice for Proclamation of Sale was published by the High Court of Punjab and Haryana of the said plot. Accordingly, the appeal stands dismissed in the light of the findings recorded as above.",0
"The appellant was a Minister in the Government of the State of Gujarat, who after his resignation was proceeded with under the Prevention of Corruption Act, 1988 1. The allegation 1 For brevity ‘the Act’ fishing contracts in the reservoirs vested with the State were allotted without following the policy of the Government; mandating tender proceedings. Unless proof is offered to the satisfaction of the Court that there is a demand and acceptance of illegal gratification, the presumption would not arise. The question of presumption does not arise in the present case where the Special Court had merely examined the complainant and also summoned three witnesses, the officers of the investigation team, under Section 311 of the Cr.P.C. We allow the appeal and direct that the proceedings initiated against the second accused be dropped. Pending applications, if any, shall stand disposed of. Sections: 482 CrPC, 311 CrPC, 245 CrPC, 20 CrPC.",1
"Heard learned counsel appearing for the appellant. The appellant is the Directorate of Enforcement. He was produced before the Court at 3 p.m. Hence, we find no error in the impugned order, and accordingly, the appeal is dismissed. Pending application(s), if any, shall stand disposed of. Sections: 57 CrPC, 65 CrPC, 4 PMLA, 65 PMLA, 1 PMLA, 45 PMLA.",0
"Disortho S.A.S,1 the petitioner before us, is a company incorporated in Bogota, Colombia. The respondent, Meril Life Science Private Limited,2 is a company incorporated in Gujarat, India. This can happen when the law of the seat mandates that the arbitration agreement must be governed by the law of that country. The close connection test applies only when the law governing the arbitration agreement cannot be ascertained even after applying the earlier paragraphs. The arbitration petition is allowed in the above terms and disposed of accordingly. Sections: 11(6) Arbitration Act.",1
"A manifestly flawed process of selection, which was rightly interdicted by the writ court, has since been reversed by the writ appellate court premised on a fundamentally incorrect understanding of the Government of India (Allocation of Business) Rules, 1961 framed under Article 77 of the Constitution of India and an utterly mistaken notion of the scope of interference in matters relating to selection and appointment. It has, thus, not surprised us at all that Mr. …Secondly, the definition clause must be read in the context of the subject-matter and scheme of the Act, and consistently with the objects and other provisions of the Act. Their meaning is found not so much in a strictly grammatical or etymological propriety of language, nor even in its popular use, as in the subject or in the occasion on which they are used, and the object to be attained’. While we set aside the former, the latter is restored, meaning thereby, the appointment of the third respondent stands quashed.",0
"Heard learned senior counsel/counsel for the parties. The present appeal assails the Final Judgment and Order dated 26.07.2012 (hereinafter referred to as the ‘Impugned Judgment’) passed by a learned Division Bench of the High Court of Judicature CRIMINAL APPEAL NO.257 OF 2013 1 of 27 at Bombay, Nagpur Bench, Nagpur (hereinafter referred to as the ‘High Court’) in Criminal Appeal No.92 of 2008, whereby the appeal filed by the appellant was dismissed and Judgment dated 23.11.2007 passed by the Adhoc District Judge-3 and Additional Sessions Judge, Amravati (hereinafter referred to as the ‘Trial Court’) in Sessions Trial No.143 of 2005, was upheld. The Courts below have also concurrently found the same. The accused-appellant has not been able to controvert the evidence on record. The appeal is dismissed accordingly, subject to the observations and directions supra. Sections: 302 IPC, 304 IPC, 376 IPC, 300 IPC, 1615 CrPC, 433 CrPC, 432 CrPC, 432 BNSS, 343 IPC, 34 IPC, 509 IPC, 473 BNSS.",0
"Being aggrieved by the order passed by the High Court of Karnataka dated 17.03.2021 in Criminal Petition No.4512 of 2020 in refusing to quash the order dated 11.06.2020 passed by the learned LXI City Civil and Sessions Judge, Bengaluru City affirming the summoning order dated 07.05.2016 passed by the learned VII Additional Chief Metropolitan Magistrate, Bengaluru Date: 2025.04.03 against the accused persons under Sections 326, 358, 500, 501, 502, 506 (b) read with Section 34 of the Indian Penal Code, 1860 (for short “IPC”), the appellants/accused Nos.2, 3, and 5 have preferred this appeal. Briefly stated facts of the case are that the complainant/respondent herein has been prosecuting certain police officers for their illegal activities. In this regard, it was submitted that in the said judgment, this Court unequivocally held that even if a police officer acts in excess of the scope of his official duties, so long as there exists a reasonable nexus between the act complained of and the discharge of his official functions, the mere fact of exceeding authority would not, by itself, disentitle the officer from the statutory safeguard of obtaining prior government sanction before initiation of criminal proceedings. In view of the foregoing submissions, the learned senior counsel submitted that the impugned order passed by the High Court is liable to be set aside. As a result, the summoning order dated 07.05.2016 passed by the learned VII Additional Chief Metropolitan Magistrate, Bengaluru against accused Nos.2 and 5, as well as the order dated 11.06.2020 passed by the learned LXI City Civil and Sessions Judge, Bengaluru City in affirming the same are hereby quashed. The appeal is allowed in the aforesaid terms. Sections: 326 IPC, 358 IPC, 500 IPC, 501 IPC, 502 IPC, 506 IPC, 392 IPC, 196 IPC, 199 IPC, 200 IPC, 201 IPC, 211 IPC, 327 IPC, 345 IPC, 338 IPC, 357 IPC, 368 IPC, 395 IPC, 397 IPC, 506(b) IPC, 34 IPC, 367 IPC, 197 CrPC, 196 CrPC, 170 CrPC.",1
"The instant appeal has been preferred by the appellant- husband against the order dated 28.11.2022 passed by the High Court of Uttarakhand in Criminal Revision No. Brief facts of the case are that the marriage between the appellant-husband and the respondent-wife was solemnised on 6th October, 2006 as per Hindu vedic rites and rituals. The matter was also referred to the Supreme Court Mediation Centre for exploring the possibility of an amicable settlement. As a result, the appellant pressed before us the application for directions filed under Article 142 of the Constitution of India read with the judgment of this Court in the case of Shilpa Sailesh v. Accordingly, the instant appeal is allowed and the impugned order dated 28.11.2022 is set aside. Interlocutory Application(s), if any, shall stand disposed of. Sections: 125 CrPC.",1
"The law is well-settled that in a criminal case irrespective of the gravity and nature of charges, the prosecution is under an obligation to prove the guilt of the accused by leading evidence which is convincing and links the accused with the crime beyond all manner of reasonable doubt. In a case based purely on circumstantial evidence, the onus is upon the prosecution to prove the chain of circumstances beyond all manner of doubt. It was further submitted by the counsel for the respondent that the prosecution has proved the circumstances of motive, last seen theory, and recovery of the incriminating blood-stained weapons and clothes by leading cogent evidence. He thus urged that the appellant-accused was rightly convicted by the trial Court and his conviction was justifiably affirmed by the High Court. R e s u l t a n t l y , t h e i m p u g n e d j u d g m e n t s 2 5 a r e q u a s h e d a n d t h e c o n v i c t i o n o f t h e appellant-accused as recorded by the trial Court and affirmed by the High Court is set aside. The appellant-Gambhir Singh is acquitted of the charges. Sections: 302 IPC, 404 IPC, 366 CrPC, 27 Evidence Act, 34 IPC.",1
"Heard learned counsel and senior counsel appearing for the respective parties. At the outset, it is gainful to take note of the position of the contesting parties before the respective Courts, as under: Name Trial Court High Court This Court Gangubai Plaintiff Respondent Appellant Raghunath No.1 Ayare Gangaram Defendant No.2 Appellants No.1- Respondents Sakharam 8 No.1-8 Dhuri (Died - Represented by LRs) Vishnu Defendant No.1 Respondent Respondent No.9 Shelar (Died during No.2 pendency of the suit - Represented by 2007 SCC OnLine Bom 144 | (2007) 5 Mah LJ 136 | (2007) 5 Bom CR 306. Further, the Trial Court also granted liberty to the Plaintiff to claim the other reliefs prayed for in the suit separately. The Judgment/Decree of the Trial Court was assailed by the second defendant before the High Court in a First Appeal. The Civil Appeal is disposed of, with the aforesaid observations and directions. Sections: 443 TP Act.",1
"This appeal is directed against the judgment and order dated September 04, 2024 passed by an Hon’ble Division Bench 2 of the High Court of Judicature at Calcutta. In course of deciding an intra-court appeal 4 filed under clause 15 of the Letters Patent by the respondents in this appeal 5, their writ petition was allowed, the order impugned in the writ petition set aside and directions were issued to the appellant-Garden Reach Shipbuilders and Engineers Limited 7 to appoint 48 (forty-eight) of the 51 (fifty-one) writ petitioners on compassionate 1 impugned order 2 Division Bench 3 High Court 4 MAT 850 of 2022 5 writ petitioners 7 GRSE Ltd. ***” The Single Judge not having referred the writ petition to a bench of two Judges for hearing, the predecessor Division Bench was not quite correct in accepting the suggestion of the parties and agreeing to hear the writ petition without having any authorization from the Chief Justice in this behalf 14, and more particularly bearing in mind the well-settled principle that ‘consent does not confer jurisdiction’. A judicial order based on consent of the parties, which is in the teeth of the Writ Rules and seeks to unsettle and even override the determination made by the Chief Justice, could not have vested jurisdiction in the appellate court to hear the pending writ petition. The appeal is, accordingly, allowed on the aforesaid terms. Pending application(s), if any, shall stand disposed of.",1
"Delay condoned in Special Leave Petition arising out of Diary No.32623 of 2024. Leave granted in all the Special Leave Petitions. In which situation, sample of HSD is required to be tested at Abel method and PMCC method? A: If the temperature is above 66°C then PMCC is required and If the temperature is below 66°C than it is required to do with Able method. Accordingly, we direct the respondents to take necessary steps in this regard within a period of six months for proper testing in all the parameters in future. Appeals are accordingly disposed of in the aforesaid terms. Sections: 45 Evidence Act, 3 Evidence Act, 111(d) Customs Act, 2 Customs Act, 117 Customs Act.",1
"17:42:54 IST 1 This common order disposes of both the Criminal Appeals arising out of Special Leave Petition (Criminal) No. Single Bench of the High Court for the State of Telangana in Criminal Petition No. We will now examine whether any new or fresh evidence has been revealed in the course of the investigation from the examination of other witnesses, namely, the complainant's parents and the two panchayat witnesses. In this regard we held panchayat with elders. Accordingly, we allow both the present Criminal Appeals as below: (i) The impugned judgement and order dated 04.04.2022 passed by the Ld. Sections: 498A IPC, 506 IPC, 482 CrPC.",1
"The present appeals have been filed impugning the order passed by High Court of Kerala at Ernakulam on 13.03.2019 in W.A. Appellants herein are the employees who were working in the Directorate of Health Services (the “DHS”), later absorbed on furnishing option as demanded, in the Directorate of Medical Education (the “DME”) on account of abolition of dual control system of the staff in medical colleges under the policy decision of the State of Kerala. We therefore direct that the seniority of the optees aforesaid shall be determined with reference to the proviso to Rule 27(a) of Part II of KS&SSR and the inter se seniority list finalised…..” The Division Bench held that once an employee has furnished his/her option, it should be termed as ‘inter- departmental’ transfer on ‘request’, hence, proviso to Rule 27(a) of Part II of KS&SS Rules will be attracted. After examination, options of 3072 employees were found to be valid. Resultantly, the present appeals are allowed. Pending interlocutory applications (if any) stand disposed- of.",1
"Impugned in this appeal is the judgment and order of the Punjab and Haryana High Court in RSA No. The said Lower Appellate Court had set aside the decree of the Civil Court which had found that the Will and the subsequent Civil Appeal No. For B and C to qualify as attestors,- Situation 1: Each of them has to have seen A sign the will or put his mark on it; OR Situation 2: They should have seen some other person, let’s say D sign the will in the presence of and on the direction of A; OR Situation 3: They ought to have received a personal acknowledgment from A to the effect that A had signed the Will or has affixed his mark thereon; With the use of the conjunctive, ‘and’ one further stipulation has been provided: B, C, D or any other witness is required to sign the Will in the presence of A however it is not necessitated that more than one witness be present at the same time. The statutory language also clarifies that B and C, the attestors, are not required to follow any particular prescribed format. Appeal is allowed in the aforesaid terms. Pending application(s) if any shall stand disposed of.",1
"ABHAY S OKA,J Initially, this appeal was preferred by the three accused. Appellant no.1-Hari Singh (accused no.1) is no more. Though PW-1 deposed ascribing a role to all the accused persons in the assault on the deceased and himself, PW-1 did not identify the present appellants as the accused in the Court as they were not brought to the Court. Therefore, from the evidence of PW-1, the identity of the appellants (appellant nos.2 and 3) as accused was not established. They are acquitted of the offences alleged against them. Pending application(s), if any, shall stand disposed of Sections: 302 IPC, 323 IPC, 304 IPC, 34 IPC.",1
"This appeal arises from the judgment and order passed by the High Court of Karnataka at Bengaluru dated 30.01.2020 in Misc. The facts giving rise to this appeal may be summarised as under: VISHAL ANAND Date: 2025.01.10 a. No.33/1971 itself wherein it had been held that the deceased Respondent No. c) that the Respondents had failed to assign any sufficient cause for not filing the application till 2006 and moreover, the trial court noted that the cause shown by the Respondents also appeared to be doubtful. For all the foregoing reasons this appeal succeeds and is hereby allowed. The impugned order passed by the High Court is set aside and that of the Trial Court dated 05.08.2014 passed in Misc.",1
"The appellant Hansraj is a convict for offence under Section 302 IPC for murdering Ramlal of village Ghotha Sakulpara Bhanupratappur, District Kanker, Chhattisgarh and has been awarded life imprisonment and fine of Rs.1000/-. The appellant preferred the Special Leave Petition with delay of 653 days which was condoned and leave to appeal was granted. Moreover, there is no material evidence to prove any discord between the two. The fact that he actually returned as alleged does not stand established by any independent evidence except for the statement of Budhiyarin Bai (PW-5). Accordingly, we are of the opinion that the Courts below have manifestly erred in convicting him for the aforesaid offence.",1
"Time taken for disposal Time taken for disposal Time taken for disposal of the claim petition by of the appeal by the of the appeal in this MACT High Court Court 3 years 3 years 2 years 2 months Leave granted. This appeal is directed against the Judgment and Order dated 4th April, 2022 in MACA No.954 of 2019 passed by the High Court of Orissa at Cuttack, which in turn was preferred against the Judgment and Order dated 13 th December, 2019 passed in MAC No.77 of 2016 by the 2nd Additional District Judge-cum-3rd Motor Accident Claims Tribunal, Cuttack. Being aggrieved with the amount of compensation awarded, the Claimant- Appellant filed an appeal before the High Court for enhancement on the ground that the Tribunal had incorrectly appreciated the nature of the injury and further claimed permanent disability to the extent of 40%. It is borne from the record that the Claimant-Appellant had agreed on the additional consolidated sum granted by the High Court. 6,77,515 Rs.17,82,825/- The Civil Appeal is allowed in the aforesaid terms. Pending application(s), if any, shall stand disposed of. Sections: 279 IPC, 337 IPC, 338 IPC.",1
"Being aggrieved by the order dated 28.08.2023 passed in Criminal Misc. Petition No.1094/2023, by which the petition filed under Section 482 of the Code of Criminal Procedure (for short “Cr.P.C.”) with the prayers to quash the criminal proceedings including the order dated 06.07.2021 passed by Reason: 24.03.2022 passed by learned Judicial Magistrate, First Class, Bokaro was dismissed and the validity of the said orders were sustained by the High Court, the appellant is before this Court. 1094/2023 before the High Court, the High Court has sustained the aforesaid order and has dismissed the Criminal Miscellaneous Petition. Learned senior counsel further submitted that the High Court was also not right in sustaining the order dated 06.07.2021 of the Chief Judicial Magistrate, Bokaro and thereby dismissing the Criminal Misc. The appeal is allowed in the aforesaid terms. Pending application(s), if any, shall stand disposed of. Sections: 298 IPC, 504 IPC, 506 IPC, 353 IPC, 323 IPC, 406 IPC, 482 CrPC, 239 CrPC, 227 CrPC, 228 CrPC.",1
"These criminal appeals are disposed of by this common order as they are directed against the common judgment and order dated 16.07.2009 of the High Court of Judicature at Bombay whereunder the High Court dismissed the appeal of the appellant/Hiralal Babulal Soni (Criminal Appeal Nos. 579-580/2012) and the appeal of the appellant/accused No. bars of PAMP Suisse make; The CBI filed the chargesheet on 31.05.2002 whereupon the charges were framed, trial was conducted, and all the three accused were convicted by the Trial Court as mentioned infra. However, the High Court acquitted the Accused Nos. His conviction and sentence under Sections 120B and 411 of the IPC is set aside. Sections: 120B IPC, 467 IPC, 409 IPC, 471 IPC, 477A IPC, 403 IPC, 465 IPC, 411 IPC, 13 PC Act, 120B PC Act, 467 PC Act, 409 PC Act, 471 PC Act, 477A PC Act, 403 PC Act, 106 Evidence Act, 114 Evidence Act, 13(2) PC Act.",1
"FACTUAL ASPECT On 26th January 2025, our Constitution became 75 years old. It is the fundamental right of freedom of speech and expression. Therefore, to ascertain whether the information received by an officer-in-charge of the police station makes out a cognizable offence, the officer must consider the meaning of the spoken or written words. Fundamental duties.—It shall be the duty of every citizen of India— (a) to abide by the Constitution and respect its ideals and institutions, the National Flag and the National Anthem; …………………………………………………..” The police officers must abide by the Constitution and respect its ideals. In the circumstances, the impugned order deserves to be set aside. We, accordingly, quash and set aside the impugned order. Sections: 196 IPC, 197(1) IPC, 376 IPC, 153 IPC, 196 BNS, 197(1) BNS, 302 BNS, 299 BNS, 57 BNS, 3(5) BNS, 67 BNS, 115 BNS, 117 BNS, 197 BNS, 173 BNS, 153 BNS, 154 CrPC, 173 CrPC, 482 CrPC, 528 BNSS, 173 BNSS, 482 BNSS, 528 Constitution, 153 Constitution, 66A IT Act 2000.",1
